Model,CalculationLevel,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,IsSchool,IsSchoolCalculationUnit,CalculationUnitType,CalculationUnitName,CalculationUnitSequence,SchoolCalculationUnitCount,OperationalEnrollmentBasis,CharterBuildingPolicy,FundingSection,Component,RateComponent,QuantityType,SourceField,Rule,RawInputValue,AppliedFactor,FundingQuantity,CalculationStatus,CalculationComplete
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,TRUE,School-code record,Beacon Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,7,0.3846153846153846,2.692307692307692,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,TRUE,School-code record,Beacon Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,15,0.16666666666666666,2.5,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,TRUE,School-code record,Beacon Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,0,0.0617283950617284,0,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,TRUE,School-code record,Beacon Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,59,0.11904761904761904,7.023809523809524,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,TRUE,School-code record,Beacon Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",33.36611721611722,0.2,6.673223443223444,Calculated from school calculation-unit Base Division I positions,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,TRUE,School-code record,Beacon Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,TRUE,School-code record,Beacon Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",-0.65,1,-0.65,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,TRUE,School-code record,Beacon Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",1.3,1,1.3,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,FALSE,Official school/program record,Beacon Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,59,0.48,28.32,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,FALSE,Official school/program record,Beacon Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,7,1.54,10.780000000000001,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,FALSE,Official school/program record,Beacon Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,491,0.2,98.2,Calculated using total enrollment,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,FALSE,Official school/program record,Beacon Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,15,0.67,10.05,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,FALSE,Official school/program record,Beacon Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,81,0.675,54.675000000000004,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,724,Beacon Middle School,TRUE,FALSE,Official school/program record,Beacon Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,26,0.47,12.219999999999999,Calculated from official shared school/charter total,TRUE
