RecordType,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,ModelMatchStatus,CurrentConfirmedFundingAmount,CurrentMappedFundingAmount,CurrentAssumptionFundingAmount,CurrentModelFundingAmount,CurrentComponentsMissingInput,CurrentRowsMissingInput,CurrentComponentsMissingRate,CurrentRowsMissingRate,ProposedCalculationUnitCount,ProposedPrincipalPositions,OperationalEnrollmentBasis,CharterBuildingPolicy,ProposedBaseFundingAmount,ProposedCentralOfficeFundingAmount,ProposedPositionBasedFundingAmount,ProposedComponentsMissingInput,ProposedRowsMissingInput,ProposedComponentsMissingRate,ProposedRowsMissingRate,PositionBasedComparisonBasis,FullModelComparisonBasis,CurrentModelComplete,ProposedModelComplete,ComparisonComplete,ComparisonStatus,ComparisonInterpretation,ProposedOpportunityFundingAmount,ProposedOperationalFundingAmount,IsSchool,Enrollment,LI,MLL,K8Enrollment,Grade10Enrollment,ProposedWeightedFundingAmount,ProposedModelFundingAmount,PositionBasedFundingDifference,PreliminaryPositionBasedPercentDifference,PositionBasedPercentDifference,FullModelFundingDifference,PreliminaryFullModelPercentDifference,FullModelPercentDifference,ReportPositionBasedPercentDifference,ReportGrossFullModelPercentDifference,PositionBasedDirection,GrossFullModelDirection,CurrentModeledFundingPerStudent,ProposedPositionBasedFundingPerStudent,ProposedWeightedFundingPerStudent,ProposedFullModelFundingPerStudent,AdjustedReportingScope,ExcludedLEA,WeightedPoolTreatment
School,2026,2025-09-30,23,Seaford School District,District,TRUE,766,Seaford Senior High School,Matched,6680325.95,646178.43,444102,7770606.38,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,8271670.16,0,8271670.16,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1634302.6864016354,2060242.7598960886,TRUE,917,312,254,0,233,3694545.446297724,11966215.606297724,501063.78000000026,6.448194072596948,,4195609.226297724,53.99333103651203,,6.448194072596948,53.99333103651203,Increase,Increase,8473.94370774264,9020.360043620502,4028.9481420913016,13049.308185711803,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,23,Seaford School District,District,TRUE,768,Sussex Orthopedic Program,Matched,1972317.6,40183.17,87588.59,2100089.37,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2393843.01,0,2393843.01,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,84171.68966420933,338299.5441086735,TRUE,57,21,6,26,6,422471.23377288284,2816314.2437728825,293753.63999999966,13.987673296017856,,716224.8737728824,34.10449498027231,,13.987673296017856,34.10449498027231,Increase,Increase,36843.67315789474,41997.24578947368,7411.776031103208,49409.02182057688,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,23,Seaford School District,District,TRUE,760,West Seaford Elementary School,Matched,3211404.55,192317.21,453290.04,3857011.8,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3872244.95,0,3872244.95,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1013527.188754563,1015695.5496694811,TRUE,443,166,197,443,0,2029222.738424044,5901467.688424044,15233.150000000373,0.3949469379378195,,2044455.8884240445,53.006212955429504,,0.3949469379378195,53.006212955429504,Increase,Increase,8706.572911963882,8740.959255079008,4580.63823572019,13321.597490799197,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,24,Smyrna School District,District,TRUE,680,Clayton Elementary School,Matched,3796026.95,214009.78,476779.33,4486816.06,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4618267.48,0,4618267.48,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,306301.74447090476,655830.4464296071,TRUE,488,77,21,488,0,962132.1909005118,5580399.6709005125,131451.42000000086,2.929726073950107,,1093583.610900513,24.373265947980784,,2.929726073950107,24.373265947980784,Increase,Increase,9194.295204918031,9463.66286885246,1971.5823584026882,11435.245227255149,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,24,Smyrna School District,District,TRUE,696,Clayton Middle School,Matched,3405637.65,213004.96,479389.25,4098031.86,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4094527.34,0,4094527.34,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,323141.03513629525,688357.684938205,TRUE,493,89,11,493,0,1011498.7200745003,5106026.0600745,-3504.5200000000186,-0.0855171487124558,,1007994.2000744999,24.597031807227093,,-0.0855171487124558,24.597031807227093,Decrease,Increase,8312.43784989858,8305.329290060852,2051.7215417332663,10357.050831794117,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,24,Smyrna School District,District,TRUE,686,Moore (John Bassett) School,Matched,5391971.8,344557.02,695281.21,6431810.03,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6634947.05,0,6634947.05,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,658218.1557148232,1199604.5561970943,TRUE,623,176,30,623,0,1857822.7119119174,8492769.761911917,203137.01999999955,3.1583180947898666,,2060959.7319119172,32.043230790383234,,3.1583180947898666,32.043230790383234,Increase,Increase,10323.932632423757,10649.995264847512,2982.058927627476,13632.054192474989,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,24,Smyrna School District,District,TRUE,684,North Smyrna Elementary School,Matched,7158216.3,335143.44,743616.21,8236975.96,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,8896832.5,0,8896832.5,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,640908.3554573115,1407242.1832167297,TRUE,565,175,24,432,0,2048150.5386740412,10944983.038674042,659856.54,8.010907682678244,,2708007.0786740417,32.87622899258822,,8.010907682678244,32.87622899258822,Increase,Increase,14578.718513274336,15746.606194690265,3625.0452011929933,19371.65139588326,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,24,Smyrna School District,District,TRUE,682,Smyrna Elementary School,Matched,3868143.2,164934.67,409443.36,4442521.23,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4700732.36,0,4700732.36,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,439010.21311182796,773953.1130735809,TRUE,359,116,22,359,0,1212963.326185409,5913695.686185409,258211.1299999999,5.812265527428889,,1471174.4561854089,33.1157552213973,,5.812265527428889,33.1157552213973,Increase,Increase,12374.71094707521,13093.962005571031,3378.727928093061,16472.689933664093,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,24,Smyrna School District,District,TRUE,688,Smyrna High School,Matched,13964586.3,1298328.08,888204,16151118.38,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,17086088.46,0,17086088.46,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1109882.6004884373,2724432.706622405,TRUE,1733,293,56,0,432,3834315.3071108423,20920403.767110843,934970.0800000001,5.788887543278597,,4769285.387110842,29.529133988743894,,5.788887543278597,29.529133988743894,Increase,Increase,9319.745170225044,9859.25473744951,2212.5304715007746,12071.785208950285,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,24,Smyrna School District,District,TRUE,685,Smyrna Middle School,Matched,7793449.85,488902.5,1016613.99,9298966.34,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,9471628.93,0,9471628.93,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,716239.4175221907,1595835.1120895804,TRUE,955,185,42,955,0,2312074.529611771,11783703.45961177,172662.58999999985,1.8567933648418804,,2484737.11961177,26.72057332784979,,1.8567933648418804,26.72057332784979,Increase,Increase,9737.13752879581,9917.93605235602,2421.0204498552575,12338.956502211277,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,24,Smyrna School District,District,TRUE,681,Sunnyside Elementary School,Matched,3858527.7,221017.08,485653.06,4565197.84,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4690297.86,0,4690297.86,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,385223.5376335512,722982.9303306078,TRUE,505,102,19,505,0,1108206.467964159,5798504.32796416,125100.02000000048,2.7402978881633855,,1233306.4879641598,27.015400672408973,,2.7402978881633855,27.015400672408973,Increase,Increase,9039.995722772277,9287.718534653466,2194.4682533943746,11482.18678804784,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,77,Sussex Academy,Charter,TRUE,576,Sussex Academy,Matched,7214947.75,684419.27,865760.53,8765127.55,2,,2,,3,3,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,9011077.55,0,9011077.55,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,377868.7297988144,1219885.2894072048,TRUE,1190,81,46,666,141,1597754.0192060191,10608831.56920602,245950,2.806005943404668,,1843704.0192060191,21.034537246477594,,2.806005943404668,21.034537246477594,Increase,Increase,7365.653403361345,7572.334075630252,1342.6504363075792,8914.984511937831,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,9614,Sussex Montessori School,Charter,TRUE,4090,Sussex Montessori School,Matched,3062487.15,171937.16,352651.84,3587076.15,2,,2,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3755428.96,0,3755428.96,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,502826.1720011093,704588.7769539957,TRUE,392,133,25,392,0,1207414.948955105,4962843.908955105,168352.81000000006,4.693315752440887,,1375767.7589551047,38.35345839968033,,4.693315752440887,38.35345839968033,Increase,Increase,9150.704464285714,9580.175918367348,3080.14017590588,12660.316094273227,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
