Model,CalculationLevel,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,IsSchool,IsSchoolCalculationUnit,CalculationUnitType,CalculationUnitName,CalculationUnitSequence,SchoolCalculationUnitCount,OperationalEnrollmentBasis,CharterBuildingPolicy,FundingSection,Component,RateComponent,QuantityType,SourceField,Rule,RawInputValue,AppliedFactor,FundingQuantity,CalculationStatus,CalculationComplete,ProvidedFundingRate,RateBasis,RateSourceCell,RecalculatedFundingRate,SelectedFundingRate,SelectedMethod,FundingRate,RateMethod,RateAvailable,FundingAmount,FundingComplete
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",0,1,0,Shared charter total allocated across buildings,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Junior,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,23.663296703296705,,2,Calculated using threshold formula,TRUE,74017,Per position,Calculator!E15,,,,74017,provided,TRUE,148034,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Junior,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",24.663296703296705,,0,Calculated using threshold formula,TRUE,134266,Per position,Calculator!E14,,,,134266,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Junior,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,246,0.05,12.3,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E7,,,,96155,provided,TRUE,1182706.5,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Junior,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,4,0.3846153846153846,1.5384615384615383,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E10,,,,96155,provided,TRUE,147930.76923076922,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Junior,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,11,0.16666666666666666,1.8333333333333333,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E9,,,,96155,provided,TRUE,176284.16666666666,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Junior,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,0,0.0617283950617284,0,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E6,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Junior,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,27,0.11904761904761904,3.214285714285714,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E8,,,,96155,provided,TRUE,309069.64285714284,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Junior,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",18.88608058608059,0.2,3.777216117216118,Calculated from school calculation-unit Base Division I positions,TRUE,96155,Per position,Calculator!E16,,,,96155,provided,TRUE,363198.2157509158,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Junior,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per calculator charter building,TRUE,153065,Per position,Calculator!E13,,,,153065,provided,TRUE,153065,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Junior,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",0,1,0,Shared charter total allocated across buildings,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,TRUE,Charter building,New Castle Junior,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",0,1,0,Shared charter total allocated across buildings,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,FALSE,Charter organization total,Charter School of New Castle,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,48,0.48,23.04,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E28,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,74874.29205443755,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,FALSE,Charter organization total,Charter School of New Castle,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,12,1.54,18.48,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E30,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,60055.42175199679,TRUE
Proposed model,School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,TRUE,FALSE,Charter organization total,Charter School of New Castle,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,759,0.2,151.8,Calculated using total enrollment,TRUE,3244.992535780311,Per weighted student,Calculator!E25,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,493312.39296283084,TRUE
